0,0,0
0.0,99.90,98.20
0.1,85.68,98.07
0.2,71.93,98.10
0.3,54.12,98.43
0.4,52.10,98.47
0.5,51.84,98.52
0.6,51.74,98.75
0.7,51.86,98.87
0.8,51.96,99.03
0.9,51.95,99.33
1.0,52.04,99.68
