0,0,0,0
0.0,99.90,98.20,98.20
0.1,88.60,99.94,91.10
0.2,83.82,99.87,91.10
0.3,82.37,99.87,91.10
0.4,82.26,99.87,85.35
0.5,41.52,99.87,85.35
0.6,41.50,99.87,85.35
0.7,41.24,99.87,85.35
0.8,40.80,99.87,87.25
0.9,40.15,99.87,88.40
1.0,37.71,99.87,86.20
