0,0,0
0,99.90,93.25
0.1,85.68,87.10
0.2,71.93,86.50
0.3,54.12,87.20
0.4,52.10,87.20
0.5,51.84,87.20
0.6,51.74,86.80
0.7,51.86,87.40
0.8,51.96,87.40
0.9,51.95,87.40
1.0,52.04,88.00
