0,0,0,0,0
0.0,99.90,94.80,91.20,90.30
0.1,85.68,83.10,80.10,82.20
0.2,71.93,75.50,78.30,81.10
0.3,54.12,68.80,80.50,79.30
0.4,52.10,58.80,76.30,82.40
0.5,51.84,58.40,75.90,82.40
0.6,51.74,58.00,74.20,83.50
0.7,51.86,56.65,74.20,83.50
0.8,51.96,55.75,74.20,82.80
0.9,51.95,58.70,73.80,82.80
1.0,52.04,58.40,73.80,82.80
