0,0,0,0
0.0,99.90,93.25,93.25
0.1,88.60,89.96,96.96
0.2,83.82,89.96,96.96
0.3,82.37,89.96,94.96
0.4,82.26,89.96,94.96
0.5,41.52,86.95,91.40
0.6,41.50,86.80,91.80
0.7,41.24,86.40,92.20
0.8,40.80,86.40,92.20
0.9,40.15,87.30,93.50
1.0,37.71,87.30,93.50
